policy_id,customer_name,gender,age,marital_status,state,city,pincode,aadhaar_masked,occupation_type,annual_income_Amount,bmi,tobacco_usage,physical_activity_level,policy_type,sum_insured,policy_start_date,claim_date,hospital_name,hospital_tier,room_category,cashless_claim,agent_channel,hospital_bill_amount,total_claim_amount
IND106505,Raghav Prashad,Male,18,Single,Maharashtra,Pune,312134,XXXX-XXXX-9266,Unemployed,1032297.88,30.45872146,none,moderate,individual,1000000,24/01/2020,18/10/2020,Patla Ltd Hospital,private_small,general,no,aggregator,111867.07,109170.13
IND101817,Baljiwan Mallick,Male,45,Widowed,West Bengal,Kolkata,901883,XXXX-XXXX-9267,Unemployed,1032390.03,26.51374806,smoking,high,individual,300000,17/06/2022,29/12/2026,"Uppal, Mani and Sandal Hospital",govt,deluxe,yes,agent,111897.09,109173.35
IND102790,Aayush Wali,Female,35,Widowed,Uttar Pradesh,Kanpur,687173,XXXX-XXXX-9271,Self-employed,1033173.07,37.13985732,none,moderate,individual,300000,08/09/2022,28/05/2026,"Deep, Shan and Mishra Hospital",private_corporate,private,no,online,111956.93,109203.98
IND106235,Luke Dube,female,18,Widowed,Delhi,New Delhi,525850,XXXX-XXXX-9272,Salaried,1033372.5,24.55636156,chewing,moderate,individual,2000000,29/11/2020,05/07/2022,Chopra Group Hospital,private_corporate,private,yes,online,111957.94,109220.14
IND106080,Gagan Chhabra,female,40,married,Karnataka,Bengaluru,475921,XXXX-XXXX-9274,Unemployed,1034545.19,25.64060076,none,high,senior_citizen,500000,30/03/2021,10/06/2025,Madan Inc Hospital,private_corporate,general,no,online,111976.53,109222.54
IND101648,Turvi Mistry,Female,18,Divorced,West Bengal,Kolkata,133697,XXXX-XXXX-9276,Business,1035638.99,26.55463889,none,moderate,individual,300000,05/05/2023,13/04/2026,Bhatia-Taneja Hospital,private_small,general,yes,online,112037.14,109228.24
IND102281,Chakrika Bail,Female,43,Divorced,Delhi,New Delhi,250295,XXXX-XXXX-9279,Self-employed,1035675.99,21.85827715,chewing,low,family_floater,500000,11/03/2020,25/07/2021,Raval-Doshi Hospital,govt,semi-private,yes,aggregator,112054.33,109308.12
IND101180,Hemang Sarraf,female,52,Single,Karnataka,Mysuru,383973,XXXX-XXXX-9282,Self-employed,1036185.84,15,smoking,low,individual,300000,28/09/2019,06/11/2019,Khatri PLC Hospital,private_corporate,general,no,agent,112057.14,109326.75
IND104355,Varenya Sankaran,Male,54,Divorced,Delhi,New Delhi,247158,XXXX-XXXX-9283,Salaried,1036353.29,19.01149256,smoking,moderate,family_floater,2000000,18/01/2019,04/10/2020,"Chaudhari, Grover and Kulkarni Hospital",private_corporate,private,yes,aggregator,112204.8,109328.34
IND107126,Irya Balay,Male,40,Widowed,Tamil Nadu,Chennai,881321,XXXX-XXXX-9287,Unemployed,1037219.64,26.2856838,none,low,individual,300000,05/03/2022,17/05/2027,Mall Group Hospital,private_small,deluxe,yes,bancassurance,112236.46,109345.29
IND100327,Isha Mangat,male,61,Divorced,Uttar Pradesh,Kanpur,597842,XXXX-XXXX-9291,Salaried,1037734.24,23.32368648,both,low,individual,2000000,25/03/2019,27/02/2022,"Dutt, Shankar and Kashyap Hospital",private_corporate,private,yes,online,112300.85,109380.4
IND100165,Bishakha Parekh,female,49,Divorced,West Bengal,Kolkata,160101,XXXX-XXXX-9307,Salaried,1038412.13,31.29181752,none,moderate,family_floater,300000,16/04/2018,08/02/2019,"Raju, Batta and Sibal Hospital",private_small,semi-private,yes,aggregator,112333.86,109422.48
IND104766,Tarak Master,Male,51,Single,Tamil Nadu,Coimbatore,636538,XXXX-XXXX-9309,Self-employed,1038586.59,31.04224379,smoking,low,individual,5000000,23/07/2021,14/08/2026,Tara-Nagar Hospital,private_corporate,semi-private,yes,bancassurance,112436.06,109486.7
IND105987,Omya Narang,female,18,Married,Delhi,New Delhi,313631,XXXX-XXXX-9316,Self-employed,1040783.86,18.08631972,none,low,family_floater,2000000,23/04/2021,02/04/2023,Choudhry-Natt Hospital,private_small,semi-private,yes,bancassurance,112439.4,109535.73
IND106869,Peter Ray,Male,51,married,Maharashtra,Pune,298340,XXXX-XXXX-9318,Salaried,1041015.76,26.68299809,both,low,senior_citizen,300000,04/07/2019,20/02/2024,"Hegde, Pau and Sandhu Hospital",private_corporate,general,yes,aggregator,112441.4,109552.35
IND102240,Aadi Gokhale,Male,26,married,Tamil Nadu,Chennai,941811,XXXX-XXXX-9319,Student,1041230.44,21.34585895,none,low,individual,5000000,22/09/2018,06/02/2023,"Vohra, Koshy and Kalla Hospital",private_small,private,yes,online,112456.15,109558.04
IND104547,Tarak Gola,Female,75,Married,Uttar Pradesh,Lucknow,803619,XXXX-XXXX-9324,Self-employed,1043091.34,17.84010716,smoking,moderate,senior_citizen,5000000,27/01/2019,23/09/2020,Arya-Garg Hospital,private_small,private,yes,aggregator,112467.99,109559.63
IND103665,Henry Chawla,male,33,Married,Uttar Pradesh,Kanpur,130221,XXXX-XXXX-9325,Unemployed,1043099.39,24.10580338,none,low,individual,2000000,22/05/2020,14/05/2021,"Gole, Gokhale and Sant Hospital",private_corporate,private,yes,agent,112474.71,109566.68
IND105139,Ranveer Kumar,female,25,Widowed,Delhi,New Delhi,443818,XXXX-XXXX-9326,Retired,1044289.79,34.72178618,smoking,moderate,individual,5000000,19/12/2020,15/05/2025,"Yadav, Kurian and Dyal Hospital",govt,semi-private,yes,aggregator,112575.81,109622.24
IND104375,Harsh Chadha,Male,44,Single,Tamil Nadu,Coimbatore,404289,XXXX-XXXX-9330,Self-employed,1045431.52,23.82671333,none,low,family_floater,500000,21/01/2023,02/05/2026,Ray-Talwar Hospital,private_corporate,semi-private,no,agent,112578.06,109628.22
IND104723,Tarak Prabhu,Male,51,Single,Uttar Pradesh,Noida,542627,XXXX-XXXX-9338,Salaried,1047229.63,26.39895679,none,moderate,family_floater,5000000,10/10/2022,11/08/2026,Nagi PLC Hospital,private_corporate,private,yes,online,112676.02,109662.74
IND103556,Yash Kakar,Female,25,Divorced,Maharashtra,Mumbai,411132,XXXX-XXXX-9342,Business,1047524,29.55591134,none,moderate,individual,5000000,26/02/2022,19/01/2023,Ramanathan Group Hospital,private_corporate,semi-private,yes,bancassurance,112746.58,109681.61
IND100232,Reva Sawhney,Male,38,Single,West Bengal,Kolkata,492040,XXXX-XXXX-9346,Self-employed,1047930.83,25.5898375,none,moderate,family_floater,1000000,07/12/2018,21/10/2020,Bedi-Krishna Hospital,private_corporate,private,yes,aggregator,112768.27,109687.66
IND105772,Libni Dubey,male,28,married,West Bengal,Kolkata,536617,XXXX-XXXX-9356,Business,1048524.64,29.82366011,none,low,family_floater,2000000,21/01/2020,29/06/2025,"Madan, Patel and Bakshi Hospital",private_small,general,yes,agent,112790.52,109707.95
IND104099,Ekanta Yohannan,Male,40,Widowed,Uttar Pradesh,Noida,592529,XXXX-XXXX-9359,Salaried,1048745.32,30.73716324,none,moderate,senior_citizen,300000,26/05/2018,16/11/2018,"Subramanian, Dave and Padmanabhan Hospital",private_small,semi-private,no,agent,112798.17,109715.12
IND106601,Sai Ray,female,56,Divorced,Tamil Nadu,Coimbatore,138133,XXXX-XXXX-9364,Unemployed,1049045.48,15.04676153,none,low,family_floater,1000000,14/10/2021,09/05/2026,Varma-Aggarwal Hospital,private_corporate,general,yes,agent,112874,109771.61
IND105677,Oeshi Sampath,male,46,Single,Tamil Nadu,Chennai,418886,XXXX-XXXX-9370,Salaried,1050447.63,25.59332212,none,low,family_floater,500000,24/03/2019,18/12/2019,Ramakrishnan-Anand Hospital,private_corporate,deluxe,no,online,112902.73,109818.11
IND105187,Rehaan Chaudhari,male,24,Widowed,Tamil Nadu,Coimbatore,583819,XXXX-XXXX-9371,Unemployed,1050519.34,29.00159198,chewing,high,family_floater,1000000,09/09/2018,20/09/2021,Kibe-Dasgupta Hospital,private_small,deluxe,yes,aggregator,112939.28,109824.98
IND101982,Fiyaz Pandit,Female,45,Divorced,Uttar Pradesh,Lucknow,869603,XXXX-XXXX-9378,Student,1050693.1,33.7750637,none,low,individual,1000000,17/04/2023,20/08/2025,"Gupta, Bala and Doctor Hospital",private_corporate,deluxe,yes,agent,113003.73,109844.11
IND101491,Aradhana Rana,Male,50,married,Uttar Pradesh,Noida,859434,XXXX-XXXX-9379,Student,1050996.6,31.91883053,smoking,high,family_floater,2000000,20/12/2022,22/09/2023,Desai-Om Hospital,private_small,semi-private,yes,online,113015.11,109865.96
IND104490,Mugdha Madan,female,45,Divorced,Delhi,New Delhi,732193,XXXX-XXXX-9388,Unemployed,1051513.92,24.24227369,none,high,family_floater,5000000,01/11/2022,06/12/2023,Contractor-Pandey Hospital,private_corporate,deluxe,yes,online,113047.07,109915.57
IND106633,Kabir Bhandari,Male,45,Divorced,Karnataka,Mysuru,732700,XXXX-XXXX-9398,Salaried,1051622.69,25.1191181,smoking,moderate,family_floater,500000,10/08/2020,25/07/2022,Halder-Mani Hospital,private_small,deluxe,yes,bancassurance,113050,109923.5
IND100356,Bina Pathak,female,68,Married,Uttar Pradesh,Lucknow,679677,XXXX-XXXX-9407,Self-employed,1052240.74,24.60666028,none,moderate,individual,500000,23/09/2021,08/08/2024,"Raju, Chakrabarti and Tella Hospital",private_small,deluxe,yes,aggregator,113062.91,109983.37
IND107513,Siddharth Prakash,male,43,Divorced,Maharashtra,Mumbai,551099,XXXX-XXXX-9425,Retired,1055753.88,26.17785914,none,moderate,family_floater,500000,21/03/2021,14/05/2022,"Kala, Devi and Bhat Hospital",private_small,private,no,agent,113074.22,110012.43
IND100905,Vyanjana Wagle,female,41,married,Delhi,New Delhi,727684,XXXX-XXXX-9428,Salaried,1056170.93,31.57239963,none,high,family_floater,5000000,08/01/2021,23/11/2021,"Mand, Bora and Walla Hospital",private_corporate,private,yes,aggregator,113077.23,110029.5
IND101298,Benjamin Trivedi,Male,19,Single,Uttar Pradesh,Noida,239242,XXXX-XXXX-9431,Salaried,1056357.21,29.25683267,chewing,moderate,senior_citizen,1000000,21/05/2019,18/08/2024,Acharya-Dixit Hospital,private_corporate,private,no,aggregator,113086.16,110033.94
IND107822,Madhav Sahni,Male,18,Divorced,Delhi,New Delhi,101183,XXXX-XXXX-9432,Salaried,1056876.63,20.53711644,chewing,low,individual,300000,18/08/2018,11/02/2019,Trivedi-Pathak Hospital,private_small,general,no,agent,113130.29,110083.33
IND102997,Meera Kale,female,52,Widowed,West Bengal,Kolkata,232434,XXXX-XXXX-9433,Unemployed,1057203.34,24.83780826,chewing,high,individual,500000,10/05/2019,24/12/2022,Narang-Kulkarni Hospital,private_corporate,private,yes,online,113157.47,110101.22
IND103580,Azad Boase,Male,66,Divorced,Karnataka,Bengaluru,881156,XXXX-XXXX-9435,Salaried,1057270.38,25.97170774,none,low,family_floater,2000000,13/07/2023,03/05/2027,"Dixit, Keer and Kant Hospital",private_small,general,no,bancassurance,113178.87,110144.95
IND101422,Leela Kashyap,male,38,Divorced,West Bengal,Kolkata,519369,XXXX-XXXX-9445,Unemployed,1058458.83,22.69403391,both,low,individual,5000000,05/04/2022,02/11/2025,Chanda-Ahuja Hospital,private_corporate,general,yes,online,113209.74,110262.51
IND106784,Yashvi Zachariah,male,38,married,Maharashtra,Mumbai,593103,XXXX-XXXX-9447,Self-employed,1058623.89,26.35105325,smoking,moderate,family_floater,1000000,16/09/2022,07/05/2025,Sood-Ben Hospital,private_corporate,general,yes,agent,113220.17,110271.41
IND101027,Hiral Bala,male,52,Married,Uttar Pradesh,Noida,255539,XXXX-XXXX-9467,Unemployed,1061840.64,21.9567693,none,high,senior_citizen,1000000,26/11/2019,27/12/2019,Nanda-Apte Hospital,private_small,deluxe,no,agent,113306.47,110400.31
IND102503,Samarth Pall,Male,56,Widowed,Uttar Pradesh,Lucknow,474221,XXXX-XXXX-9470,Retired,1062282.27,28.50232029,chewing,moderate,family_floater,2000000,06/08/2020,17/05/2024,Narayanan Inc Hospital,private_small,general,no,aggregator,113308.76,110417.83
IND101572,Nirja Sankaran,Female,57,Married,West Bengal,Kolkata,834497,XXXX-XXXX-9471,Business,1062305.51,31.00023072,none,high,individual,2000000,28/10/2023,27/03/2025,Bumb Inc Hospital,private_corporate,general,no,online,113315.47,110449.73
IND106839,Divya Roy,male,61,Widowed,Uttar Pradesh,Noida,601992,XXXX-XXXX-9490,Retired,1063365.91,25.2898378,smoking,moderate,individual,5000000,04/08/2023,14/11/2026,"Ahuja, Madan and Pillai Hospital",private_corporate,semi-private,yes,aggregator,113441.44,110587.09
IND107326,Devansh Srinivasan,Male,30,married,Delhi,New Delhi,787018,XXXX-XXXX-9494,Business,1063544.38,33.40148252,smoking,high,senior_citizen,2000000,04/11/2020,24/09/2024,"Rao, Nadig and Dave Hospital",private_small,semi-private,no,agent,113476.88,110622.5
IND107992,Adya Savant,female,43,Widowed,Delhi,New Delhi,849793,XXXX-XXXX-9497,Business,1063615.34,30.26910943,both,moderate,family_floater,2000000,08/05/2020,20/09/2023,Prabhu LLC Hospital,private_corporate,semi-private,no,online,113481.56,110623.02
IND106566,Jeet Sastry,Male,46,married,Karnataka,Mysuru,961878,XXXX-XXXX-9503,Self-employed,1063941.51,32.27877138,none,low,senior_citizen,300000,07/04/2018,14/09/2021,"Shere, Krishnamurthy and Sanghvi Hospital",private_small,private,yes,online,113499.95,110628.97
IND101551,Pooja Dugar,Male,53,Married,Maharashtra,Pune,543116,XXXX-XXXX-9504,Self-employed,1064949.17,23.48528082,none,moderate,individual,500000,12/02/2018,30/05/2019,"Shenoy, Raju and Vig Hospital",private_corporate,semi-private,yes,online,113522.58,110637.88
IND106400,Lavanya Arora,Male,42,Widowed,Maharashtra,Nagpur,241841,XXXX-XXXX-9508,Business,1065411.49,21.54523983,smoking,low,individual,2000000,01/11/2020,23/07/2021,Grewal-Bhargava Hospital,private_corporate,private,yes,aggregator,113543.14,110644.56
IND106262,Ekbal Sabharwal,female,20,Single,Delhi,New Delhi,842703,XXXX-XXXX-9509,Retired,1065415.75,23.86808296,chewing,low,family_floater,1000000,06/08/2023,19/02/2025,Barad PLC Hospital,private_small,deluxe,yes,agent,113580.14,110664.1
IND104207,Triya Dalal,Female,44,Single,Karnataka,Bengaluru,433008,XXXX-XXXX-9514,Self-employed,1065541.18,33.0726297,none,low,family_floater,300000,09/06/2019,12/04/2022,"Tripathi, Srivastava and Sibal Hospital",private_corporate,general,no,agent,113610.38,110665.72
IND102302,Xiti Kothari,female,42,Married,Uttar Pradesh,Kanpur,393450,XXXX-XXXX-9515,Retired,1065826.67,26.04097216,both,high,individual,2000000,25/10/2022,27/08/2025,"Sami, Kibe and Thakur Hospital",private_small,private,no,bancassurance,113621.32,110680.41
IND103964,Vasatika Mittal,Male,33,Divorced,Delhi,New Delhi,176116,XXXX-XXXX-9518,Retired,1066153.97,27.70408197,none,low,individual,500000,04/05/2021,06/10/2026,Mann PLC Hospital,govt,deluxe,no,aggregator,113674.14,110687.41
IND102530,Yagnesh Nagarajan,Female,58,Widowed,Delhi,New Delhi,932196,XXXX-XXXX-9520,Retired,1066163.22,29.13885338,none,moderate,family_floater,300000,04/10/2023,23/08/2026,Maharaj Ltd Hospital,private_small,semi-private,yes,aggregator,113718.89,110699.37
IND107196,Samarth Keer,female,50,married,Tamil Nadu,Coimbatore,117444,XXXX-XXXX-9524,Unemployed,1066573.37,26.58339293,none,low,family_floater,500000,27/05/2023,13/01/2027,"Kapadia, Mahajan and Grover Hospital",private_corporate,private,no,agent,113737.5,110705.88
IND103474,Sanya Samra,female,28,Widowed,Delhi,New Delhi,120821,XXXX-XXXX-9526,Student,1067056.63,25.768771,smoking,low,individual,2000000,28/11/2022,15/12/2026,Om Group Hospital,private_corporate,deluxe,yes,agent,113772.47,110729.72
IND105072,Parth Wason,female,73,married,Maharashtra,Nagpur,429462,XXXX-XXXX-9529,Salaried,1067080.36,27.67675013,smoking,moderate,family_floater,500000,15/03/2023,13/10/2026,Borra LLC Hospital,private_small,general,yes,aggregator,113783.3,110730.46
IND106299,Lucky Chana,female,42,Single,Uttar Pradesh,Lucknow,828118,XXXX-XXXX-9531,Salaried,1068072.87,24.6780832,smoking,moderate,family_floater,300000,24/08/2020,28/03/2023,Deshpande-Menon Hospital,private_small,deluxe,yes,aggregator,113820.61,110750.23
IND102009,George Manda,male,22,Divorced,Delhi,New Delhi,629558,XXXX-XXXX-9538,Unemployed,1068691.2,24.72827614,both,low,family_floater,5000000,25/02/2018,24/07/2019,Mishra-Sama Hospital,private_small,private,yes,agent,113856.51,110771.15
IND103523,Qarin Srinivas,Female,26,Single,Maharashtra,Nagpur,348455,XXXX-XXXX-9539,Retired,1068839.35,27.1061262,none,high,individual,1000000,06/11/2023,09/09/2026,Dada and Sons Hospital,private_corporate,deluxe,no,aggregator,113879.6,110784.2
IND102242,Jason Vyas,male,34,married,Karnataka,Bengaluru,733882,XXXX-XXXX-9547,Self-employed,1069298.73,15,smoking,low,family_floater,5000000,01/08/2020,12/11/2022,Garg-Raval Hospital,govt,deluxe,yes,online,113882.91,110790.26
IND107415,Falguni Radhakrishnan,Female,46,Divorced,Delhi,New Delhi,271678,XXXX-XXXX-9549,Retired,1069621.25,27.40676512,smoking,low,family_floater,2000000,22/01/2021,30/09/2022,Dugal and Sons Hospital,private_corporate,semi-private,yes,aggregator,113927.96,110801.22
IND101184,Jeevika Dhaliwal,Female,59,Widowed,West Bengal,Kolkata,235808,XXXX-XXXX-9570,Student,1071534.54,28.1079485,none,high,individual,300000,28/08/2023,23/05/2026,Pillay Group Hospital,govt,deluxe,yes,agent,113945.28,110871.63
IND100042,Damyanti Srinivasan,female,18,Divorced,Tamil Nadu,Coimbatore,815234,XXXX-XXXX-9573,Salaried,1072184.4,29.84368326,smoking,low,individual,300000,16/04/2021,24/10/2025,Tak Ltd Hospital,private_small,deluxe,no,agent,113955.17,110881.52
IND103345,Harita Boase,Female,40,Widowed,Uttar Pradesh,Kanpur,681697,XXXX-XXXX-9580,Retired,1072774.64,24.81540218,none,moderate,family_floater,2000000,03/01/2018,10/03/2018,Narula-Gade Hospital,private_corporate,private,yes,agent,113966.84,110943.06
IND103925,Dayamai More,female,29,Single,West Bengal,Kolkata,932923,XXXX-XXXX-9583,Self-employed,1072983.93,22.78075614,none,moderate,individual,1000000,10/03/2019,21/02/2021,Sridhar-Chandran Hospital,private_corporate,semi-private,no,bancassurance,114045.09,110960.25
IND104928,Advika Shenoy,Female,48,Divorced,Uttar Pradesh,Lucknow,988596,XXXX-XXXX-9585,Business,1073509.87,31.33017727,chewing,low,family_floater,300000,30/05/2021,28/03/2022,"Kurian, Grover and Badami Hospital",private_corporate,private,yes,agent,114095.84,110977.78
IND103738,Omisha Choudhury,Male,23,Divorced,Tamil Nadu,Chennai,878896,XXXX-XXXX-9587,Self-employed,1073598.51,23.32905396,none,low,individual,500000,30/05/2023,25/06/2027,"Gara, Krishnan and Murty Hospital",private_corporate,deluxe,no,online,114106.93,110981.57
IND102645,Yasti Kari,male,23,married,Maharashtra,Pune,481024,XXXX-XXXX-9590,Business,1073712.8,24.41546502,none,moderate,individual,500000,12/01/2021,29/07/2024,Sekhon Ltd Hospital,private_small,semi-private,no,agent,114129.48,110991.67
IND100044,Zayyan Sinha,female,18,Divorced,Tamil Nadu,Chennai,889256,XXXX-XXXX-9592,Retired,1074296.78,24.01986369,chewing,high,senior_citizen,1000000,07/05/2018,02/08/2018,Saraf-Chander Hospital,govt,general,yes,aggregator,114150.08,110995.52
IND105630,Mugdha Arya,male,48,Widowed,Karnataka,Mysuru,769915,XXXX-XXXX-9594,Student,1074361.83,26.9687095,both,moderate,family_floater,5000000,30/03/2021,13/11/2021,"Dewan, Majumdar and Wali Hospital",govt,private,yes,agent,114202.4,111080.14
IND102079,Nilima Vasa,male,48,Married,Maharashtra,Pune,222119,XXXX-XXXX-9597,Retired,1075425.24,29.3515206,chewing,low,individual,1000000,06/06/2023,03/02/2024,Lata-Dugar Hospital,private_corporate,deluxe,no,bancassurance,114286.59,111118.35
IND100136,Avi Chawla,Female,18,Divorced,Maharashtra,Pune,499985,XXXX-XXXX-9598,Business,1075699.47,26.75923829,none,moderate,family_floater,2000000,05/02/2020,29/11/2021,Rattan-Dara Hospital,private_corporate,deluxe,yes,bancassurance,114305.52,111119.9
IND105123,Aarini Oommen,Female,32,Single,Uttar Pradesh,Lucknow,886716,XXXX-XXXX-9605,Unemployed,1075806.52,27.22403624,chewing,moderate,individual,2000000,22/03/2019,17/08/2019,"Wali, Sule and Bhandari Hospital",private_corporate,general,no,aggregator,114322.87,111123.34
IND104983,Kavya Krishnamurthy,female,56,Divorced,West Bengal,Kolkata,595009,XXXX-XXXX-9608,Self-employed,1076655.35,28.34606851,smoking,high,family_floater,300000,25/02/2021,16/06/2023,Ramanathan-Kaur Hospital,private_corporate,private,yes,agent,114326.89,111141.64
IND100545,Sara Borra,Female,74,married,Uttar Pradesh,Noida,650462,XXXX-XXXX-9612,Business,1077272.21,21.83006867,none,low,family_floater,1000000,12/09/2021,25/02/2027,"Varghese, Choudhry and Grover Hospital",private_corporate,general,yes,agent,114430.3,111199.46
IND107072,Hemal Pandit,male,47,Married,Karnataka,Bengaluru,259215,XXXX-XXXX-9615,Salaried,1077296.45,27.75404576,none,high,family_floater,500000,26/06/2021,21/01/2026,Contractor PLC Hospital,private_corporate,general,yes,online,114542.31,111201.87
IND102957,Nimrat Ahluwalia,female,43,Single,Delhi,New Delhi,433455,XXXX-XXXX-9617,Salaried,1079351.27,23.1544398,smoking,low,individual,300000,15/05/2022,12/09/2022,Badal Ltd Hospital,private_small,deluxe,no,aggregator,114623.27,111246.19
IND107683,Nandini Datta,Female,51,married,West Bengal,Kolkata,251728,XXXX-XXXX-9622,Unemployed,1079791.94,31.58111674,smoking,low,individual,1000000,21/07/2018,26/02/2022,"Banerjee, Sawhney and Kuruvilla Hospital",private_small,private,yes,aggregator,114628.51,111303.73
IND104635,Falan Sule,male,45,Married,Uttar Pradesh,Kanpur,22266,XXXX-XXXX-9624,Unemployed,1081002.38,25.06053538,both,moderate,family_floater,500000,10/02/2022,07/01/2026,"Butala, Ramanathan and Balasubramanian Hospital",private_corporate,deluxe,yes,agent,114664.16,111346.83
IND104658,Adya Sastry,Female,23,Single,Maharashtra,Mumbai,757673,XXXX-XXXX-9627,Student,1081545.93,25.40919566,none,high,family_floater,500000,30/10/2023,22/03/2027,Barman PLC Hospital,private_corporate,deluxe,no,online,114696.03,111412.7
IND105539,Michael Saxena,Male,71,Widowed,Tamil Nadu,Coimbatore,107945,XXXX-XXXX-9628,Student,1081662.74,27.78647279,none,high,family_floater,300000,12/01/2020,04/10/2023,Sankaran-Choudhury Hospital,private_small,private,yes,online,114705.76,111418.42
IND103762,Rajata Ghose,female,65,married,Karnataka,Mysuru,62458,XXXX-XXXX-9633,Retired,1081803.36,24.17417459,none,low,family_floater,500000,08/06/2023,20/07/2028,Kapadia Ltd Hospital,private_small,semi-private,yes,aggregator,114717.39,111461.33
IND105214,Onveer Das,Male,36,Single,Tamil Nadu,Coimbatore,512272,XXXX-XXXX-9636,Retired,1082682.97,21.6013865,none,high,senior_citizen,300000,11/04/2023,18/11/2027,Bobal-Parmer Hospital,private_small,general,yes,agent,114830.76,111504.26
IND104214,Triya Chandra,female,18,married,Maharashtra,Mumbai,137912,XXXX-XXXX-9645,Retired,1083102.73,22.82581824,none,moderate,individual,1000000,04/02/2018,17/07/2021,Mane Group Hospital,private_small,deluxe,yes,aggregator,114962.2,111592.7
IND103730,Urvashi Bhat,Male,56,Single,Karnataka,Bengaluru,450733,XXXX-XXXX-9653,Retired,1084599.82,15.80834049,both,high,family_floater,5000000,25/06/2020,19/10/2022,Sane-Barman Hospital,private_corporate,private,yes,aggregator,115002.43,111756.56
IND107382,Udant Malhotra,female,62,Widowed,Maharashtra,Pune,681804,XXXX-XXXX-9655,Business,1085363.94,27.39504444,none,moderate,individual,500000,25/09/2021,06/08/2026,Raju Group Hospital,private_small,semi-private,yes,online,115011.01,111781.35
IND102010,Abha Koshy,Female,76,Divorced,Maharashtra,Nagpur,703992,XXXX-XXXX-9656,Business,1088108.9,26.34213156,none,high,individual,5000000,06/04/2020,04/09/2021,Bhardwaj-Ramaswamy Hospital,private_corporate,general,yes,aggregator,115012.12,111795.41
IND102800,Tejas Comar,female,37,Married,Maharashtra,Pune,393750,XXXX-XXXX-9657,Business,1088135.47,22.69920619,none,high,senior_citizen,2000000,18/06/2022,07/07/2024,"Sawhney, Saha and Prasad Hospital",govt,deluxe,yes,bancassurance,115049.7,111805.74
IND100722,Zayan Ramesh,female,35,Married,Delhi,New Delhi,602790,XXXX-XXXX-9659,Unemployed,1088847.95,16.53937354,none,low,individual,5000000,02/03/2020,03/08/2021,"Chauhan, Samra and Brar Hospital",govt,general,no,agent,115068.27,111865.61
IND102212,Isaiah Mallick,Female,31,Single,Karnataka,Mysuru,732466,XXXX-XXXX-9662,Student,1088920.24,23.59971479,none,moderate,family_floater,300000,18/02/2019,02/12/2019,Issac LLC Hospital,private_small,private,yes,bancassurance,115096.08,111907.28
IND107554,Jagrati Parmer,Female,63,Widowed,Karnataka,Bengaluru,371752,XXXX-XXXX-9666,Retired,1090930.02,21.18672435,smoking,high,senior_citizen,5000000,28/12/2021,28/04/2022,Dora-Venkatesh Hospital,private_corporate,deluxe,yes,online,115115,111950.84
IND100941,Vivaan Banik,male,18,Widowed,Delhi,New Delhi,399176,XXXX-XXXX-9667,Unemployed,1091049.89,25.22316513,smoking,high,individual,500000,23/10/2019,17/06/2021,"Agrawal, Kashyap and Mandal Hospital",govt,private,yes,agent,115115.06,111987.1
IND102563,Upkaar Bandi,male,34,Single,West Bengal,Kolkata,792792,XXXX-XXXX-9678,Business,1091275.38,19.83458586,smoking,moderate,family_floater,1000000,13/11/2021,05/03/2026,"Raval, Atwal and Deep Hospital",private_corporate,deluxe,no,agent,115129.8,112002.08
IND103109,Alka Dey,female,41,married,Tamil Nadu,Chennai,765643,XXXX-XXXX-9680,Unemployed,1091322.27,27.93448654,none,moderate,senior_citizen,300000,26/02/2020,04/05/2024,"Dhar, Kata and Tandon Hospital",private_corporate,general,yes,online,115167.12,112021.6
IND103557,Upkaar Mohan,Male,70,Married,Karnataka,Bengaluru,631265,XXXX-XXXX-9694,Business,1092337.49,19.75665734,none,high,family_floater,500000,20/12/2021,02/03/2026,"Chatterjee, Kant and Wadhwa Hospital",private_corporate,deluxe,yes,bancassurance,115304.77,112083.26
IND101914,Aarini Wable,male,36,married,Delhi,New Delhi,270444,XXXX-XXXX-9707,Self-employed,1093947.63,18.0739932,none,moderate,individual,5000000,15/06/2022,29/11/2022,Prasad Group Hospital,private_corporate,semi-private,yes,online,115309.31,112097.99
IND102411,Eesha Mittal,Male,29,Single,Karnataka,Bengaluru,974613,XXXX-XXXX-9716,Unemployed,1094536.67,28.08952256,smoking,high,family_floater,500000,10/04/2020,17/10/2021,Toor-Desai Hospital,private_corporate,general,yes,aggregator,115409.93,112150.44
IND101517,Ekta Minhas,female,50,Married,West Bengal,Kolkata,870984,XXXX-XXXX-9717,Retired,1094627.96,32.25682449,smoking,low,family_floater,300000,09/08/2020,21/09/2025,Manda Inc Hospital,private_corporate,semi-private,yes,agent,115424.9,112188.42
IND103074,Ladli Devan,Male,48,Single,Uttar Pradesh,Kanpur,609134,XXXX-XXXX-9719,Student,1094785.55,31.77513726,smoking,high,family_floater,300000,12/01/2018,11/10/2019,Kashyap-Bahl Hospital,private_corporate,general,yes,agent,115498.77,112288.29
IND101760,Advay Ravi,Female,44,Widowed,Tamil Nadu,Coimbatore,896822,XXXX-XXXX-9720,Student,1094897.68,26.82287309,smoking,low,individual,500000,22/04/2018,28/07/2021,Kuruvilla-Lata Hospital,govt,general,yes,online,115504.03,112303.53
